frame,timestamp,is_speech,speech_probability,is_whisper,trigger,raw_score,whisper_probability,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score
298,2026-08-06T01:39:44.326469,True,0.9997437596321106,True,False,2,0.6666666666666666,0.006568753162136049,0.05010438413361169,0.9603611502819254,0.0,0.0,699.09267791271,4.870479416375603,0.048721661924530806,0.0005730239871444667,0.0,0.0
299,2026-08-06T01:39:44.331290,True,0.999847412109375,True,False,1,0.3333333333333333,0.0025648646669308947,0.06889352818371608,2.1241235518914694,0.0,0.0,1060.0786743030385,0.6924993991868811,0.024074618103886038,0.0012074880590010287,0.0,0.0
300,2026-08-06T01:39:44.336036,True,0.9999009370803833,True,False,1,0.3333333333333333,0.0027851906318703537,0.054279749478079335,2.4856422921531496,0.0,0.0,1187.9176126810357,0.8065827233424201,0.028106620317799504,0.003044556119588629,0.0,0.0
301,2026-08-06T01:39:44.343809,True,0.9998724460601807,True,False,2,0.6666666666666666,0.006322537079812522,0.06471816283924843,2.1651607354662885,0.0,0.0,907.6489440422577,4.357960951473779,0.13793896476160986,0.004468771599774444,0.0,0.0
302,2026-08-06T01:39:44.350109,True,0.9998571872711182,True,False,2,0.6666666666666666,0.007633406315852875,0.07515657620041753,2.244662361488891,0.0,0.0,808.0293282903021,6.5725479538250795,0.1182636540211048,0.0024357684924367316,0.0,0.0
303,2026-08-06T01:39:44.358284,True,0.9997935891151428,True,False,2,0.6666666666666666,0.009025596923286415,0.06680584551148225,2.094874822633211,0.0,0.0,715.5506091386628,9.21415801193807,0.1507388687036338,0.002619455899768511,0.0,0.0
304,2026-08-06T01:39:44.359510,True,0.9997935891151428,True,False,2,0.6666666666666666,0.008666480812165518,0.07306889352818371,1.9722539539866055,0.0,0.0,1010.9497610184267,7.822364580357684,0.7879903624989081,0.018200781504637893,0.0,0.0
305,2026-08-06T01:39:44.367162,True,0.999822199344635,True,False,2,0.6666666666666666,0.007904887102316462,0.11691022964509394,2.842002828909811,0.0,0.0,1188.5708970746032,5.097852371190285,2.0166495826359365,0.05412388507361815,0.0,0.0
306,2026-08-06T01:39:44.376730,True,0.9996300935745239,True,False,2,0.6666666666666666,0.00631149101587555,0.10020876826722339,2.6153555221719684,0.0,0.0,1228.6362157732528,3.740802939915271,0.7279728701777537,0.08991412661930939,0.0,0.0
307,2026-08-06T01:39:44.383577,True,0.9995750784873962,True,False,1,0.3333333333333333,0.004466589619552942,0.08350730688935282,2.481520578215003,0.0,0.0,1243.806061856845,2.08714854939373,0.16380187329483664,0.03317618214761685,0.0,0.0
308,2026-08-06T01:39:44.394485,True,0.9997193217277527,False,False,1,0.3333333333333333,0.0043047870405140114,0.060542797494780795,1.6614141955328328,0.0,0.0,1220.5559876257348,2.01200160036606,0.054613494489879684,0.02975158641949964,0.0,0.0
309,2026-08-06T01:39:44.399220,True,0.9998059868812561,False,False,1,0.3333333333333333,0.0025001364415707444,0.05636743215031315,2.108277542983746,0.0,0.0,1109.1963283654402,0.6798009340321493,0.015644973435813607,0.00809233078532258,0.0,0.0
310,2026-08-06T01:39:44.404443,True,0.9997349381446838,False,False,1,0.3333333333333333,0.0008359065468981146,0.09603340292275574,2.4190496548695264,0.0,0.0,1181.681174886961,0.06643345776444741,0.005802104477009544,0.0013230156894043109,0.0,0.0
311,2026-08-06T01:39:44.410269,True,0.9990874528884888,False,False,1,0.3333333333333333,0.0006104708192384121,0.14613778705636743,3.5153326006532613,0.0,0.0,1880.1178976787949,0.031186653981694838,0.0063400824354480625,0.004019677472558114,0.0,0.0
312,2026-08-06T01:39:44.414957,True,0.997688889503479,False,False,1,0.3333333333333333,0.0005466338872531245,0.23799582463465555,3.7324045957989456,0.0,0.0,2229.01879806759,0.02023219893555634,0.0058544849869795685,0.005887770679669672,0.0,0.0
313,2026-08-06T01:39:44.420365,True,0.9884281754493713,False,False,1,0.3333333333333333,0.0004902823353080483,0.22755741127348644,3.903196611158113,0.0,0.0,2225.0457058199145,0.016005115113561008,0.004008751585373917,0.005784631770562485,0.0,0.0
314,2026-08-06T01:39:44.429773,True,0.9628269672393799,False,False,1,0.3333333333333333,0.00031861236876219343,0.27348643006263046,4.39157506758538,0.0,0.0,2336.1750859993435,0.004314505709265054,0.0032745226151744537,0.0025617106798348807,0.0,0.0
315,2026-08-06T01:39:44.435793,True,0.9668485522270203,False,False,1,0.3333333333333333,0.0003647109121993928,0.1315240083507307,3.4760131124342073,0.0,0.0,1893.6055691565525,0.010083606744352165,0.0031680835251501494,0.001306083598894994,0.0,0.0
316,2026-08-06T01:39:44.443927,True,0.9283415079116821,False,False,1,0.3333333333333333,0.00028119700492177773,0.1022964509394572,3.424795809251123,0.0,0.0,1464.9212608178782,0.006106594829811462,0.0021046769681861556,0.00019354685197524107,0.0,0.0
317,2026-08-06T01:39:44.450090,True,0.600619375705719,False,False,1,0.3333333333333333,0.0002416896498961273,0.10647181628392484,3.6437436889200776,0.0,0.0,1583.156204330331,0.004522145947121282,0.0015680668373624625,0.00026314398181142765,0.0,0.0
318,2026-08-06T01:39:44.453764,False,0.19220103323459625,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,2026-08-06T01:39:44.457292,False,0.06752774119377136,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,2026-08-06T01:39:44.457544,False,0.06752774119377136,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,2026-08-06T01:39:44.463134,False,0.02962341159582138,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,2026-08-06T01:39:44.466540,False,0.017167478799819946,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,2026-08-06T01:39:44.469872,False,0.013516969978809357,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,2026-08-06T01:39:44.477467,False,0.011958803981542587,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,2026-08-06T01:39:44.481657,False,0.016717568039894104,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,2026-08-06T01:39:44.490069,False,0.020529188215732574,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,2026-08-06T01:39:44.496235,False,0.0211945790797472,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,2026-08-06T01:39:44.503943,False,0.01406979002058506,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,2026-08-06T01:39:44.508966,False,0.014717892743647099,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,2026-08-06T01:39:44.513571,False,0.011399698443710804,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,2026-08-06T01:39:44.519109,False,0.009077695198357105,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,2026-08-06T01:39:44.525491,False,0.008171017281711102,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,2026-08-06T01:39:44.529755,False,0.007220885716378689,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
