stage,comparison,feature,weighting,median_difference,effect_size,roc_auc,distribution_overlap,overlap_measure,candidate_threshold,threshold_direction,precision,recall,f1,tn,fp,fn,tp,confusion_matrix
whisper,whisper_vs_all_non_whisper,zcr,segment,0.0394992881682342,2.5419965451578204,1.0,0.05882352941176474,shared_histogram_mass,0.16248189734619792,>=,1.0,1.0,1.0,17,0,0,4,"[[17, 0], [0, 4]]"
whisper,whisper_vs_all_non_whisper,entropy,segment,-0.007541794823960668,-0.02360253545853872,0.5,0.8235294117647058,shared_histogram_mass,3.6767849580452325,<=,0.26666666666666666,1.0,0.4210526315789474,6,11,0,4,"[[6, 11], [0, 4]]"
whisper,whisper_vs_all_non_whisper,voicing,segment,-0.04347786753120686,-2.439919971742961,0.0,0.058823529411764705,shared_histogram_mass,0.8604921812460988,<=,1.0,1.0,1.0,17,0,0,4,"[[17, 0], [0, 4]]"
whisper,whisper_vs_all_non_whisper,hnr,segment,15.004958841469502,2.051504139534348,0.8235294117647058,0.2941176470588234,shared_histogram_mass,80.8576705107985,>=,0.5,1.0,0.6666666666666666,13,4,0,4,"[[13, 4], [0, 4]]"
whisper,whisper_vs_all_non_whisper,spectral_centroid,segment,99.59835654872882,1.0649472825292505,0.9705882352941176,0.5294117647058821,shared_histogram_mass,1628.470531176045,>=,0.8,1.0,0.888888888888889,16,1,0,4,"[[16, 1], [0, 4]]"
whisper,whisper_vs_all_non_whisper,band_energy_low,segment,0.0400546250439983,0.040574521423967835,0.5441176470588235,0.7647058823529412,shared_histogram_mass,0.033413415316408374,>=,0.3076923076923077,1.0,0.47058823529411764,8,9,0,4,"[[8, 9], [0, 4]]"
whisper,whisper_vs_all_non_whisper,band_energy_mid,segment,0.27640491774155024,0.24629105254520997,0.7205882352941176,0.7647058823529412,shared_histogram_mass,0.11125522338280319,>=,0.4444444444444444,1.0,0.6153846153846153,12,5,0,4,"[[12, 5], [0, 4]]"
whisper,whisper_vs_all_non_whisper,band_energy_high,segment,0.04363605474847362,0.046880529388141655,0.7058823529411765,0.7647058823529411,shared_histogram_mass,0.010407699020512366,>=,0.4,1.0,0.5714285714285715,11,6,0,4,"[[11, 6], [0, 4]]"
whisper,whisper_vs_all_non_whisper,temporal_score,segment,0.0,,0.5,1.0,shared_histogram_mass,0.0,>=,0.19047619047619047,1.0,0.32,0,17,0,4,"[[0, 17], [0, 4]]"
whisper,whisper_vs_all_non_whisper,formant_score,segment,0.0,,0.5,1.0,shared_histogram_mass,0.0,>=,0.19047619047619047,1.0,0.32,0,17,0,4,"[[0, 17], [0, 4]]"
whisper,whisper_vs_all_non_whisper,low_proportion_std,segment,0.0632002050056864,2.2506016275426983,0.9038461538461539,0.2307692307692308,shared_histogram_mass,0.13918792214935527,>=,0.75,0.75,0.75,12,1,1,3,"[[12, 1], [1, 3]]"
whisper,whisper_vs_all_non_whisper,mid_proportion_std,segment,0.07548717983583333,2.843812705164732,0.9807692307692307,0.07692307692307689,shared_histogram_mass,0.1334639541256192,>=,0.8,1.0,0.888888888888889,12,1,0,4,"[[12, 1], [0, 4]]"
whisper,whisper_vs_all_non_whisper,high_proportion_std,segment,0.031807200830186316,2.306510500802167,0.9807692307692307,0.32692307692307687,shared_histogram_mass,0.03550176587383468,>=,0.8,1.0,0.888888888888889,12,1,0,4,"[[12, 1], [0, 4]]"
