frame,timestamp,is_whisper,trigger,raw_score,probability,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score
290,2026-07-30T18:37:03.796434,False,False,1,0.3333333333333333,0.00011816165391423774,0.1315240083507307,3.499159969353598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,2026-07-30T18:37:03.797665,False,False,1,0.3333333333333333,0.00011406765042054436,0.1419624217118998,3.419601887375028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,2026-07-30T18:37:03.798889,False,False,1,0.3333333333333333,0.00015413166103665795,0.1127348643006263,3.3965715677199104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,2026-07-30T18:37:03.800120,False,False,1,0.3333333333333333,0.00013208049473265209,0.09394572025052192,3.237619835909384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,2026-07-30T18:37:03.801350,False,False,1,0.3333333333333333,0.00014347442752091165,0.11482254697286012,3.15355741958151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,2026-07-30T18:37:03.802381,False,False,1,0.3333333333333333,0.00011912451946787012,0.12108559498956159,3.119478833666627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,2026-07-30T18:37:03.802979,False,False,1,0.3333333333333333,0.00014854876775136747,0.12734864300626306,3.527378680578742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,2026-07-30T18:37:03.803831,False,False,1,0.3333333333333333,0.0001740584877999388,0.09812108559498957,3.660998953544196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,2026-07-30T18:37:03.804765,False,False,1,0.3333333333333333,0.0002198941965750708,0.10438413361169102,3.696570668393204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,2026-07-30T18:37:03.805711,False,False,1,0.3333333333333333,0.00023575443326842046,0.10647181628392484,3.77876910687449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,2026-07-30T18:37:03.806496,False,False,1,0.3333333333333333,0.0002370773180015627,0.09812108559498957,3.8109189375463295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,2026-07-30T18:37:03.807409,False,False,1,0.3333333333333333,0.00023999699329092732,0.10020876826722339,3.656487613268697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,2026-07-30T18:37:03.808459,False,False,1,0.3333333333333333,0.0002837629394296382,0.10647181628392484,3.6161265488900103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,2026-07-30T18:37:03.809347,False,False,1,0.3333333333333333,0.0004018012339746004,0.12943632567849686,3.8529318749156642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,2026-07-30T18:37:03.810201,False,False,1,0.3333333333333333,0.000559463177204924,0.11482254697286012,3.8394396111598237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,2026-07-30T18:37:03.812150,False,False,1,0.3333333333333333,0.000784829667087005,0.09603340292275574,3.8850027263952587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,2026-07-30T18:37:03.815157,False,False,1,0.3333333333333333,0.0009185126991337024,0.10020876826722339,3.8778720994443265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,2026-07-30T18:37:03.817986,False,False,1,0.3333333333333333,0.0010693302463610711,0.09812108559498957,3.8903055322573366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,2026-07-30T18:37:03.819693,False,False,1,0.3333333333333333,0.0011529942186375719,0.09603340292275574,3.8900416263910915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,2026-07-30T18:37:03.820731,False,False,1,0.3333333333333333,0.0012956063238076148,0.08768267223382047,3.8797928109007866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,2026-07-30T18:37:03.821746,False,False,1,0.3333333333333333,0.0011942382976527443,0.07515657620041753,3.879899489778201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,2026-07-30T18:37:03.822688,False,False,1,0.3333333333333333,0.0011574829585442126,0.0709812108559499,3.9085175859579055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,2026-07-30T18:37:03.823577,False,False,1,0.3333333333333333,0.001147810272120548,0.0709812108559499,3.8743118167971584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,2026-07-30T18:37:03.824717,False,False,1,0.3333333333333333,0.0011573581095535653,0.09603340292275574,3.880164051874615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,2026-07-30T18:37:03.826659,False,False,1,0.3333333333333333,0.0011211277362832331,0.09394572025052192,3.8823019393055866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,2026-07-30T18:37:03.827939,False,False,1,0.3333333333333333,0.0011081947087733864,0.08977035490605428,3.891739027997607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,2026-07-30T18:37:03.829005,False,False,1,0.3333333333333333,0.0010589251153780611,0.09603340292275574,3.895458861583254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,2026-07-30T18:37:03.830220,False,False,1,0.3333333333333333,0.00098055462656478,0.12317327766179541,3.9092631245120497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,2026-07-30T18:37:03.831681,False,False,1,0.3333333333333333,0.0010091157820066293,0.13778705636743216,3.891344341553515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,2026-07-30T18:37:03.833549,False,False,1,0.3333333333333333,0.0009574516309350791,0.1022964509394572,3.9044768210975334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,2026-07-30T18:37:03.835385,False,False,1,0.3333333333333333,0.0009110060232428874,0.09603340292275574,3.8865285994358323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,2026-07-30T18:37:03.837209,False,False,1,0.3333333333333333,0.0008308650406468261,0.1127348643006263,3.880246316581275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,2026-07-30T18:37:03.838458,False,False,1,0.3333333333333333,0.0007541578982774628,0.09812108559498957,3.904552676786801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,2026-07-30T18:37:03.839991,False,False,1,0.3333333333333333,0.0006969654511734643,0.1336116910229645,3.8704280115988907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,2026-07-30T18:37:03.841182,False,False,1,0.3333333333333333,0.0005933090563406613,0.16910229645093947,3.8817228355340103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,2026-07-30T18:37:03.842335,False,False,1,0.3333333333333333,0.0004528281238643463,0.12108559498956159,3.846201925360808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,2026-07-30T18:37:03.843216,False,False,1,0.3333333333333333,0.0003896276361896069,0.12317327766179541,3.834484512164737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,2026-07-30T18:37:03.843832,False,False,1,0.3333333333333333,0.00027876106702307,0.11691022964509394,3.7619316834963668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,2026-07-30T18:37:03.844422,False,False,1,0.3333333333333333,0.0001808701379599669,0.1315240083507307,3.870790900752232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,2026-07-30T18:37:03.845053,False,False,1,0.3333333333333333,7.174476512099949e-05,0.13569937369519833,3.5339434447515785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,2026-07-30T18:37:03.845742,False,False,1,0.3333333333333333,7.194189595463265e-05,0.12943632567849686,2.9773402108898552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,2026-07-30T18:37:03.846427,False,False,1,0.3333333333333333,0.0001397230590411808,0.15657620041753653,3.948238584853686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,2026-07-30T18:37:03.847101,False,False,1,0.3333333333333333,0.0002518182662592021,0.1440501043841336,3.835936757785555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,2026-07-30T18:37:03.847701,False,False,1,0.3333333333333333,0.0002671026902977625,0.15657620041753653,3.9243156078761237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
